Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad, ,Ciudad,Tipo de Distribución,Reproducciones
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31056,Flujo,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31056,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31057,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31057,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31058,Flujo,Monterrey,RENTA,
WARNER / CUMBRES BORRASCOSAS,WARNER PICTURES,RENTA,54077,"$3,355",70523,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,CUMBRES BORRASCOSAS,,,,31058,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31059,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31059,Contraflujo ,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,IPHONE 17 PRO,,,,31060,Flujo,Monterrey,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54083,$0,70514,9848,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,31060,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,BLOQUEA EL PRECIO,,,,31061,Flujo,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,PAGA A MESES,,,,31061,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31062,Flujo,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31062,Contraflujo ,Monterrey,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54083,$0,70514,9848,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,31063,Flujo,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,BLOQUEA EL PRECIO,,,,31063,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31064,Flujo,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31064,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,SI EL DESTINO ES SIEMPRE EL MISMO,,,,31066,Flujo,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,Plan Mi Selección,,,,31066,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54140,$0,70567,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,REGIO RUTA,,,,31067,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31067,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31068,Flujo,Monterrey,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54326,"$3,500",70508,1559,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,ALIVIATE ,,,,31068,Contraflujo ,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31070,Flujo,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,MIENTRAS ESPERAS,,,,31070,Contraflujo ,Monterrey,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54083,$0,70514,9848,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,31071,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31071,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,AHORRA EN LOS VIAJES,,,,31073,Flujo,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54132,"$4,500",70560,8730,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TABCIN DIA,,,,31073,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31074,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31074,Contraflujo ,Monterrey,RENTA,
NARCOTICOS ANONIMOS,CORTESIA,CORTESIA,54047,$0,70497,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,NARCOTICOS ANONIMOS,,,,31076,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31076,Contraflujo ,Monterrey,RENTA,
NARCOTICOS ANONIMOS,CORTESIA,CORTESIA,54047,$0,70497,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,NARCOTICOS ANONIMOS,,,,31077,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31077,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,BLOQUEA EL PRECIO,,,,31080,Flujo,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,MIENTRAS ESPERAS,,,,31080,Contraflujo ,Monterrey,RENTA,
NARCOTICOS ANONIMOS,CORTESIA,CORTESIA,54047,$0,70497,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,NARCOTICOS ANONIMOS,,,,31081,Flujo,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31081,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31083,Flujo,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,LA CUENTA DONDE MAS CRECE,,,,31083,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31084,Flujo,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,Plan Mi Selección,,,,31084,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31085,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31085,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31086,Flujo,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31086,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31087,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31087,Contraflujo ,Monterrey,RENTA,
JUGADORES ANONIMOS,CORTESIA,CORTESIA,54046,$0,70496,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,JUGADORES ANONIMOS,,,,31088,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31088,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31089,Flujo,Monterrey,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54083,$0,70514,9848,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,31089,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31090,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31090,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31093,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31093,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31094,Flujo,Monterrey,RENTA,
WARNER / CUMBRES BORRASCOSAS,WARNER PICTURES,RENTA,54077,"$3,355",70523,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,CUMBRES BORRASCOSAS,,,,31094,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31095,Flujo,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31095,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54140,$0,70567,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,REGIO RUTA,,,,31096,Flujo,Monterrey,RENTA,
SMART FIT CDMX 26,SMART FIT,RENTA,54178,"$4,900",70548,9653,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2, HOMBRE PRETEXTOS ,,,,31096,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31097,Flujo,Monterrey,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54326,"$3,500",70508,1559,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,ALIVIATE ,,,,31097,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31098,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31098,Contraflujo ,Monterrey,RENTA,
NARCOTICOS ANONIMOS,CORTESIA,CORTESIA,54047,$0,70497,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,NARCOTICOS ANONIMOS,,,,31100,Flujo,Monterrey,RENTA,
WARNER / CUMBRES BORRASCOSAS,WARNER PICTURES,RENTA,54077,"$3,355",70523,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #2,CUMBRES BORRASCOSAS,,,,31100,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54140,$0,70567,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,REGIO RUTA,,,,31101,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31101,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,SI EL DESTINO ES SIEMPRE EL MISMO,,,,31102,Flujo,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,Branding Pre,,,,31102,Contraflujo ,Monterrey,RENTA,
SABA,SABA,RENTA,1102,"$3,825",1300,11432,RT-P1-COB-MY,SARA PICHARDO,,Catorcenas 2026,Catorcena #2,SABA INVISIBLE,,,,31103,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31103,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31104,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31104,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31105,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54140,$0,70567,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,REGIO RUTA,,,,31105,Contraflujo ,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,LA CUENTA DONDE MAS CRECE,,,,31106,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31106,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54140,$0,70567,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,REGIO RUTA,,,,31107,Flujo,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31107,Contraflujo ,Monterrey,RENTA,
JUGADORES ANONIMOS,CORTESIA,CORTESIA,54046,$0,70496,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,JUGADORES ANONIMOS,,,,31108,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31108,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31109,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31109,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31110,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31110,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31111,Flujo,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,IPHONE 17 PRO,,,,31111,Contraflujo ,Monterrey,RENTA,
MULTIMARCAS WALMART,ARIEL,RENTA,54050,"$2,379",70444,11262,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,GENERICO,,,,31112,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31112,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31113,Flujo,Monterrey,RENTA,
MERCADO PAGO,MERCADO LIBRE,RENTA,54159,"$4,200",10757,10757,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,MIENTRAS ESPERAS,,,,31113,Contraflujo ,Monterrey,RENTA,
TENA,TENA,RENTA,1072,"$4,200",1278,11431,RT-P1-COB-MY,SARA PICHARDO,,Catorcenas 2026,Catorcena #2,TENA CHICA,,,,31114,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31114,Contraflujo ,Monterrey,RENTA,
DIAMOND FILMS DOCUMENTAL,DIAMOND FILMS,RENTA,54083,$0,70514,9848,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,DOCUMENTAL MELANIA,,,,31115,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31115,Contraflujo ,Monterrey,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54114,"$4,400",70547,11585,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #2,AHORRA EN LOS VIAJES,,,,31116,Flujo,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54132,"$4,500",70560,8730,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TABCIN NOCHE,,,,31116,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31117,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31117,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54043,$0,70475,9458,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #2,COLECTA ANUAL 2026,,,,31118,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31118,Contraflujo ,Monterrey,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54052,"$4,186",70482,11249,RT-P1-COB-MY,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #2,Plan Mi Selección,,,,31119,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31119,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31120,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31120,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31121,Flujo,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31121,Contraflujo ,Monterrey,RENTA,
CORTESIA GEN,CORTESIA GEN,CORTESIA,0,$0,0,0,CT-P1-COB-MY,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #2,CORTESIA GEN,,,,31122,Flujo,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54132,"$4,500",70560,8730,RT-P1-COB-MY,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #2,TABCIN NOCHE,,,,31122,Contraflujo ,Monterrey,RENTA,
